species,basisOfRecord,brackish,catalogNumber,class,classid,date_end,date_mid,date_start,date_year,decimalLatitude,decimalLongitude,eventDate,family,familyid,genus,genusid,gigaclass,gigaclassid,infraphylum,infraphylumid,institutionCode,kingdom,kingdomid,locality,marine,occurrenceID,occurrenceStatus,order,orderid,ownerInstitutionCode,parvphylum,parvphylumid,phylum,phylumid,references,scientificName,scientificNameID,speciesid,subphylum,subphylumid,superclass,superclassid,id,dataset_id,node_id,dropped,absence,originalScientificName,aphiaID,flags,bathymetry,shoredistance,sst,sss,coordinateUncertaintyInMeters,country,footprintWKT,geodeticDatum,associatedReferences,collectionCode,collectionID,depth,eventID,identifiedBy,individualCount,lifeStage,maximumDepthInMeters,minimumDepthInMeters,samplingProtocol,waterBody,accessRights,datasetName,day,island,islandGroup,license,modified,month,recordNumber,recordedBy,rightsHolder,taxonID,type,verbatimDepth,year,disposition,higherGeography,language,namePublishedInID,originalNameUsage,scientificNameAuthorship,specificEpithet,startDayOfYear,verbatimCoordinateSystem,verbatimCoordinates,verbatimLatitude,verbatimLongitude,continent,datasetID,acceptedNameUsage,acceptedNameUsageID,countryCode,dateIdentified,eventRemarks,fieldNumber,identificationID,institutionID,locationID,locationRemarks,preparations,previousIdentifications,taxonRank,verbatimSRS,typeStatus,georeferenceProtocol,georeferenceRemarks,higherClassification,nomenclaturalCode,stateProvince,unaccepted,bibliographicCitation,habitat,sex,coordinatePrecision,occurrenceRemarks,subfamily,subfamilyid,organismQuantity,organismQuantityType,vernacularName,endDayOfYear,footprintSRS
Sardinella longiceps,PreservedSpecimen,False,1959-0531,Teleostei,293496.0,,,,,9.91699981689,118.833000183,,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MNHN,Animalia,2.0,,True,,,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,b6a9797c-5cab-4405-89b9-737cb6a986e5,705770e5-3474-4e69-be8b-3107a0c5610a,['310922b4-9d0c-4de1-92d7-9b442d34765b'],False,False,Sardinella longiceps,212269.0,['NO_DEPTH'],13.0,684.0,28.9,32.56,,Philippines,,,,IC,,,,,,,,,,pacifique,,,,,,,,,,manalac,,,,,,,,,,,valenciennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1376179200000.0,1374969600000.0,1373760000000.0,2013.0,9.499333333,75.76475,2013-07-14/2013-08-11,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Aleppey,True,94395,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,b828eca1-09c9-4e6f-ab5a-101b88a7a3e6,a4257cff-3c2c-4a60-ab29-91f65545bb08,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],231.0,59477.0,28.56,34.47,,,,,Records based on primary data generated onboard FORV Sagar Sampada,CMLRE-FISH LARVAE,"FORV-SS-316,317",116.0,,"Ms. Sree Renjima G, Dr. C. B. Lalithambika Devi",,,116.0,116.0,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1279324800000.0,1277424000000.0,1275609600000.0,2010.0,8.466616667,76.47885,2010-06-04/2010-07-17,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Tvpm,True,94322,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,b83b3270-1755-45df-9ff1-71df6125d559,a4257cff-3c2c-4a60-ab29-91f65545bb08,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],108.0,37994.0,28.36,34.36,,,,,Records based on primary data generated onboard FORV Sagar Sampada,CMLRE-FISH LARVAE,"FORV-SS-276,277",110.0,,"Ms. Sree Renjima G, Dr. C. B. Lalithambika Devi",,,110.0,110.0,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,1897-0123,Teleostei,293496.0,,,,,23.6170005798,58.7999992371,,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MNHN,Animalia,2.0,,True,,,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,b8792202-d6f3-4910-abaa-a2bba34c5976,705770e5-3474-4e69-be8b-3107a0c5610a,['310922b4-9d0c-4de1-92d7-9b442d34765b'],False,False,Sardinella longiceps,212269.0,['NO_DEPTH'],395.0,11470.0,28.06,36.79,,,,,,IC,,,,,,,,,,indien,,,,,,,,,,maindron,,,,,,,,,,,valenciennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,b-3089,Teleostei,293496.0,,,,,11.9829998016,79.8330001831,,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MNHN,Animalia,2.0,,True,,,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,b8fe1d18-d9fa-460f-ad56-70b8f5011c67,705770e5-3474-4e69-be8b-3107a0c5610a,['310922b4-9d0c-4de1-92d7-9b442d34765b'],False,False,Sardinella longiceps,212269.0,"['NO_DEPTH', 'ON_LAND']",-34.0,-1576.0,,,,Inde,,,,IC,,,,whitehead et bauchot,,,,,,indien,,,,,,,,,,belanger,,,,,,,,,,,valenciennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00070,Teleostei,293496.0,1275868800000.0,1275868800000.0,1275868800000.0,2010.0,8.48,76.85,2010-06-07,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Off Thiruvananthapuram,True,87598,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,ba021001-258a-480d-9441-3135390bda3c,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],32.0,5069.0,28.11,34.32,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,20.0,SS27606,"Sree Renjima G, C. B. Lalithambika Devi, CMLRE",1,Larvae,40.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,1897-0123,Teleostei,293496.0,,,,,23.617,58.8,,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MNHN,Animalia,2.0,,True,FN2[33745908]:MNHN-8[212269:1897-0123],,Clupeiformes,10297.0,TU,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,bd2edcab-7735-4f19-a07a-c01f14fa904d,2891a788-9f30-4413-8f73-9e7686890e9d,['dcb0c76d-46a1-4e07-9a69-98cf3fd67576'],False,False,Sardinella longiceps,212269.0,['NO_DEPTH'],446.0,11470.0,28.06,36.79,1.0,golfe d'oman,,,,IC,8,,,,1,,,,,,Non-commercial use only,MNHN,,,,(CC-BY NC) 4.0,07:51.0,,56816230,maindron,Tulane University,212269,Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00134,Teleostei,293496.0,1249430400000.0,1249430400000.0,1249430400000.0,2009.0,13.0,74.46,2009-08-05,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Off Mangalore,True,87662,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,bdb6cfd4-7cb8-4b7f-90ed-9522d6c23c65,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],47.0,31693.0,28.65,34.95,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,25.0,SS270I02,"Sree Renjima G, C. B. Lalithambika Devi, CMLRE",1,Larvae,50.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00093,Teleostei,293496.0,1276041600000.0,1276041600000.0,1276041600000.0,2010.0,8.44,76.35,2010-06-09,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Off Thiruvananthapuram,True,87621,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,bdfe744c-f020-4631-950f-22d8b3585953,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],474.0,50764.0,28.4,34.38,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,250.0,SS27610,"Sree Renjima G, C. B. Lalithambika Devi, CMLRE",1,Larvae,500.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1244937600000.0,1244246400000.0,1243641600000.0,2009.0,9.0,75.93,2009-05-30/2009-06-14,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Kollam,True,94228,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,bef718f7-785b-4dbe-af95-3c3fc079dd6b,a4257cff-3c2c-4a60-ab29-91f65545bb08,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],253.0,59558.0,28.56,34.43,,,,,Records based on primary data generated onboard FORV Sagar Sampada,CMLRE-FISH LARVAE,FORV-SS-267 I&II,200.0,,"Ms. Sree Renjima G, Dr. C. B. Lalithambika Devi",,,200.0,,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00190,Teleostei,293496.0,1241913600000.0,1241913600000.0,1241913600000.0,2009.0,15.24,80.51,2009-05-10,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Off Singarayakonda,True,87718,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,c09cea30-9d51-45e6-9fa9-a99283e775b8,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],188.0,41512.0,28.61,32.51,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,89.5,SS26628,"Sree Renjima G, C. B. Lalithambika Devi, CMLRE",1,Larvae,179.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00142,Teleostei,293496.0,1250553600000.0,1250553600000.0,1250553600000.0,2009.0,7.8,77.51,2009-08-18,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Off Kanyakumari,True,87670,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,c1808fa4-c123-44bb-9da3-fb165595465b,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],51.0,30941.0,27.88,34.28,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,25.0,SS270II20,"Sree Renjima G, C. B. Lalithambika Devi, CMLRE",1,Larvae,50.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,4012,Teleostei,293496.0,-3865795200000.0,-3865795200000.0,-3865795200000.0,1847.0,25.0,58.0,1847-07-02T12:00:00Z,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,NCL,Animalia,2.0,Gulf of Oman,True,,,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,c2063be1-8d6a-41f1-b422-dbfa5cf94df8,d0d2a510-ba24-487b-80ca-afc86922cb1c,['310922b4-9d0c-4de1-92d7-9b442d34765b'],False,False,Sardinella longiceps,212269.0,['NO_DEPTH'],1345.0,63259.0,28.22,36.76,,,,,,INDOBIS-DATASET1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valenciennes,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,4012,Teleostei,293496.0,-3865795200000.0,-3865795200000.0,-3865795200000.0,1847.0,10.0,93.0,1847-07-02T12:00:00Z,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Andaman & Nicobar Islands,True,12592,present,Clupeiformes,10297.0,NIO,Osteichthyes,152352.0,Chordata,1821.0,This dataset was transferred from National Institute of Oceanography (NIO) by Dr. Mohideen Wafar,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,c231c21e-0eb8-4d55-87a5-fc714f52587f,b43e35f1-93b3-4b15-9925-76ac85224c72,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,['NO_DEPTH'],1324.0,77172.0,28.91,32.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1250726400000.0,1250035200000.0,1249344000000.0,2009.0,13.0,74.46,2009-08-04/2009-08-20,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Mangalore,True,94281,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,c746c6ae-90c1-4002-b503-0e7c533e5c45,a4257cff-3c2c-4a60-ab29-91f65545bb08,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],47.0,31693.0,28.65,34.95,,,,,Records based on primary data generated onboard FORV Sagar Sampada,CMLRE-FISH LARVAE,FORV-SS-270,50.0,,"Ms. Sree Renjima G, Dr. C. B. Lalithambika Devi",,,50.0,,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00133,Teleostei,293496.0,1249344000000.0,1249344000000.0,1249344000000.0,2009.0,12.99,74.63,2009-08-04,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Off Mangalore,True,87661,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,c8113753-dde3-4d2d-ab54-9855be3ac0ec,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],31.0,14895.0,28.58,34.95,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,15.0,SS270I01,"Sree Renjima G, C. B. Lalithambika Devi, CMLRE",1,Larvae,30.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,38129-60,Teleostei,293496.0,,,,,24.593592,67.155722,,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,LACM,Animalia,2.0,,True,FN2[32613535]:LACM-9[212269:38129-60],,Clupeiformes,10297.0,TU,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,cbe83469-ab13-46b6-957a-2083c81ddfed,2891a788-9f30-4413-8f73-9e7686890e9d,['dcb0c76d-46a1-4e07-9a69-98cf3fd67576'],False,False,Sardinella longiceps,212269.0,['NO_DEPTH'],9.0,5001.0,26.42,35.71,28486.0,Pakistan,,,,Fish,9,,,,1,,,,,,Non-commercial use only,LACM,,,,(CC-BY NC) 4.0,10/8/2018,,38090925,C. Swift et al.,Tulane University,212269,Collection,15-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00148,Teleostei,293496.0,1243814400000.0,1243814400000.0,1243814400000.0,2009.0,8.47,76.49,2009-06-01,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Off Thiruvananthapuram,True,87676,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,cdf45f4a-be85-42be-8e53-860c7025d743,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],94.0,36801.0,28.36,34.36,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,50.0,SS267I06,"Sree Renjima G, C. B. Lalithambika Devi, CMLRE",1,Larvae,100.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1230681600000.0,1199145600000.0,1167609600000.0,2008.0,8.6626,78.3192,2007/2008,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,,Animalia,2.0,"Pudumadam, Ramanathapuram",True,GOM_FL_2007/2008_873,present,Clupeiformes,10297.0,Dakshin,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,ce873116-fc52-4b2e-be5e-b7c12d8457cc,47ce299b-31ca-49ba-87bc-e21fa37258b7,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],21.0,13758.0,28.53,33.88,133873.0,,"POLYGON ((77.56897 8.08642, 77.78320 7.82529, 78.14850 7.85794, 78.79944 8.91492, 79.42566 9.16718, 79.26361 9.25936, 79.18396 9.28104, 78.93951 9.26749, 78.64838 9.17802, 78.40393 9.10481, 78.21167 8.95833, 78.17322 8.87422, 78.16772 8.77923, 78.13477 8.60818, 78.12927 8.51040, 78.05786 8.38815, 77.79419 8.22780, 77.67334 8.16256, 77.56897 8.12993, 77.56897 8.08642))",,,UNDP-India,,5.0,,,,Adult,5.0,5.0,Shore seine,Bay of Bengal,,,,,,,,,,Murugan A,,,,,,,,,,,"Valenciennes,1847",,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamil Nadu,,"Murugan, A. and N. Namboothri. 2012. Finfishes of the Gulf of Mannar-A Field Identification Guide. Dakshin Foundation, Bengaluru.",Seagrass,Male,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,0000-3743,Teleostei,293496.0,,,,,11.9829998016,79.8330001831,,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MNHN,Animalia,2.0,,True,,,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,cee1e2f5-c67e-41c5-bc2d-7c732d241ebc,705770e5-3474-4e69-be8b-3107a0c5610a,['310922b4-9d0c-4de1-92d7-9b442d34765b'],False,False,Sardinella longiceps,212269.0,"['NO_DEPTH', 'ON_LAND']",-34.0,-1576.0,,,,Inde,,,,IC,,,,whitehead et bauchot,,,,,,indien,,,,,,,,,,belanger,,,,,,,,,,,valenciennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,2586,Teleostei,293496.0,1009756800000.0,725760000000.0,441763200000.0,1992.0,-0.023559101,37.90620041,1984/2001,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,KMFRI,Animalia,2.0,Kenya,True,KMFRI_19842001_1640,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,cf84147c-6069-4001-9565-f515f17c77b7,a4a3166a-c3bc-4203-bc19-b3d0cdebe20e,['aa56c74b-90ba-461d-b117-2b384571993b'],False,False,Sardinella longiceps,212269.0,"['NO_DEPTH', 'ON_LAND']",-842.0,-383810.0,,,,Kenya,,,,Marine,,,,,,,,,,Indian,,Kenya Marine and Fisheries Research Institute - Marine Species,,,,,,,,,,,,,,,,,,,Valenciennes 1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,0000-3748,Teleostei,293496.0,,,,,11.8830003738,75.3830032349,,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MNHN,Animalia,2.0,,True,,,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,d017c971-59f4-464d-8976-875fd00afd3f,705770e5-3474-4e69-be8b-3107a0c5610a,['310922b4-9d0c-4de1-92d7-9b442d34765b'],False,False,Sardinella longiceps,212269.0,"['NO_DEPTH', 'ON_LAND']",-26.0,-2730.0,28.37,34.76,,Inde,,,,IC,,,,whitehead et bauchot,,,,,,indien,,,,,,,,,,dussumier,,,,,,,,,,,valenciennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,0000-3743,Teleostei,293496.0,,,,,11.983,79.833,,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MNHN,Animalia,2.0,,True,FN2[33803562]:MNHN-8[212269:0000-3743],,Clupeiformes,10297.0,TU,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,d0fce9f6-1208-46a3-98b5-9f08bad8163e,2891a788-9f30-4413-8f73-9e7686890e9d,['dcb0c76d-46a1-4e07-9a69-98cf3fd67576'],False,False,Sardinella longiceps,212269.0,"['NO_DEPTH', 'ON_LAND']",-34.0,-1576.0,,,1.0,inde,,,,IC,8,,,,1,,,,,,Non-commercial use only,MNHN,,,,(CC-BY NC) 4.0,56:08.0,,56888918,belanger,Tulane University,212269,Collection,,1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,0000-3748,Teleostei,293496.0,,,,,11.883,75.383,,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MNHN,Animalia,2.0,,True,FN2[33753131]:MNHN-8[212269:0000-3748],,Clupeiformes,10297.0,TU,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,d49cd664-7364-4a02-80f5-2f886395c71a,2891a788-9f30-4413-8f73-9e7686890e9d,['dcb0c76d-46a1-4e07-9a69-98cf3fd67576'],False,False,Sardinella longiceps,212269.0,"['NO_DEPTH', 'ON_LAND']",-26.0,-2730.0,28.37,34.76,1.0,inde,,,,IC,8,,,,1,,,,,,Non-commercial use only,MNHN,,,,(CC-BY NC) 4.0,07:51.0,,56824643,dussumier,Tulane University,212269,Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
