species,basisOfRecord,brackish,catalogNumber,class,classid,date_end,date_mid,date_start,date_year,decimalLatitude,decimalLongitude,eventDate,family,familyid,genus,genusid,kingdom,kingdomid,locality,marine,occurrenceID,occurrenceStatus,order,orderid,phylum,phylumid,scientificName,scientificNameID,speciesid,originalScientificName,aphiaID,bathymetry,shoredistance,sst,sss,coordinateUncertaintyInMeters,country,geodeticDatum,depth,individualCount,lifeStage,maximumDepthInMeters,minimumDepthInMeters,samplingProtocol,waterBody,day,island,islandGroup,modified,month,taxonID,type,verbatimDepth,year,higherGeography,language,namePublishedInID,originalNameUsage,scientificNameAuthorship,specificEpithet,startDayOfYear,continent,acceptedNameUsage,acceptedNameUsageID,countryCode,dateIdentified,eventRemarks,fieldNumber,locationID,locationRemarks,taxonRank,typeStatus,georeferenceProtocol,georeferenceRemarks,higherClassification,nomenclaturalCode,stateProvince,unaccepted,habitat,sex,coordinatePrecision,occurrenceRemarks,organismQuantity,organismQuantityType,vernacularName,endDayOfYear,sst_bad,sss_bad
Thunnus albacares,Occurrence,True,#1307366560026#0.7812729785943497,Teleostei,293496.0,,,,,-3.500139,54.700138,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366560026#0.7812729785943497:0xB75BA80101000800",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,2755.0,60606.0,28.36,35.34,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366560026#0.7812729785943497,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-62138,Teleostei,293496.0,,,,,0.402399999999999,45.117366666667,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-62138",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3408.0,139075.0,27.14,35.34,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366793548#0.1955971552353769,Teleostei,293496.0,,,,,-2.0668056,54.250137,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366793548#0.1955971552353769:0x4AD0A70101000300",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4530.0,211405.0,28.42,35.38,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366793548#0.1955971552353769,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366778741#0.5830051249430731,Teleostei,293496.0,,,,,3.6334722,60.23347,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366778741#0.5830051249430731:0x85CDA70101000800",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3672.0,969617.0,29.01,35.47,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366778741#0.5830051249430731,,,,,False,False
Thunnus albacares,Occurrence,True,#1306921636480#0.005819831676423304,Teleostei,293496.0,,,,,-13.716805,46.916805,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:TAAF (Iles Eparses):#1306921636480#0.005819831676423304:0xCC65A80101000A00",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,2567.0,94361.0,27.98,34.8,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306921636480#0.005819831676423304,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366853267#0.43278548300101627,Teleostei,293496.0,,,,,-11.783473,52.43347,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366853267#0.43278548300101627:0x14F6A70101000800",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4432.0,224094.0,27.17,34.92,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366853267#0.43278548300101627,,,,,False,False
Thunnus albacares,Occurrence,True,#1315538955578#0.5860286439863966,Teleostei,293496.0,,,,,2.4168057,52.33347,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1315538955578#0.5860286439863966:0xE810A80101000700",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,5127.0,532405.0,27.87,35.37,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1315538955578#0.5860286439863966,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-82798,Teleostei,293496.0,,,,,0.586913333333329,56.1173966666669,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-82798",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4357.0,488626.0,28.65,35.34,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-83184,Teleostei,293496.0,,,,,-9.0,59.9725166666669,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-83184",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,83.0,393874.0,27.67,34.84,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,HumanObservation,True,MCM-LINE-1727257,Teleostei,293496.0,831772800000.0,831772800000.0,831772800000.0,1996.0,-29.7042999268,31.1000003815,1996-05-11 12:00:00+00:00,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,Umhlanga River,True,,,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,-1.0,-33.0,23.09,35.2,,South Africa,,,,,,,,Indian,11.0,,,,5.0,,,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-20197,Teleostei,293496.0,,,,,18.435933333333,69.268356666667,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-20197",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3203.0,294962.0,28.11,36.32,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,HumanObservation,True,MCM-LINE-231980,Teleostei,293496.0,536112000000.0,536112000000.0,536112000000.0,1986.0,-30.7425994873,30.4591007233,1986-12-28 12:00:00+00:00,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,Port Shepstone,True,,,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,11.0,-47.0,23.57,35.29,,South Africa,,,,,,,,Indian,28.0,,,,12.0,,,,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-38077,Teleostei,293496.0,,,,,11.687433333333,44.5701166666669,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-38077",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,878.0,109110.0,28.61,36.38,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-84700,Teleostei,293496.0,,,,,-0.905449999999999,66.8551999999999,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-84700",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3499.0,692536.0,29.33,35.13,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366642847#0.4071168650109691,Teleostei,293496.0,,,,,3.1168056,56.316803,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366642847#0.4071168650109691:0x12EEA70101000800",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4908.0,769291.0,28.53,35.44,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366642847#0.4071168650109691,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366814757#0.11462441913133004,Teleostei,293496.0,,,,,-3.9334724,64.50014,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366814757#0.11462441913133004:0x0CEBA70101000700",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4718.0,794233.0,28.88,35.1,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366814757#0.11462441913133004,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366727147#0.7253404340874828,Teleostei,293496.0,,,,,-3.750139,44.966805,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366727147#0.7253404340874828:0xF8FBA70101000C00",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4541.0,441767.0,27.45,35.32,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366727147#0.7253404340874828,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-21421,Teleostei,293496.0,,,,,-11.5365733333329,60.4695666666669,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-21421",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,2863.0,427520.0,27.36,34.76,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366861939#0.6136905866532364,Teleostei,293496.0,,,,,-3.6668057,71.53347,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366861939#0.6136905866532364:0x2439A80101000A00",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3681.0,177391.0,29.04,34.87,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366861939#0.6136905866532364,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366559611#0.21354473790588635,Teleostei,293496.0,,,,,1.2001389,62.633472,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366559611#0.21354473790588635:0x1A58A80101000000",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4297.0,952799.0,29.25,35.22,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366559611#0.21354473790588635,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366767708#0.06805497318393727,Teleostei,293496.0,,,,,-4.9168053,47.93347,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366767708#0.06805497318393727:0xDBECA70101000900",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4847.0,521509.0,27.8,35.29,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366767708#0.06805497318393727,,,,,False,False
Thunnus albacares,HumanObservation,True,MCM-LINE-1548274,Teleostei,293496.0,794448000000.0,794448000000.0,794448000000.0,1995.0,-33.9584007263,25.627199173,1995-03-06 12:00:00+00:00,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,Port Elizabeth Harbour,True,,,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,-7.0,-231.0,19.05,35.4,,South Africa,,,,,,,,Indian,6.0,,,,3.0,,,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-27734,Teleostei,293496.0,,,,,-3.95571999999999,49.3018599999999,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-27734",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,5012.0,457330.0,27.83,35.35,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-44311,Teleostei,293496.0,,,,,-11.2682666666669,60.519766666667,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-44311",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,469.0,425840.0,27.37,34.77,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1306914447810#0.2239138845889601,Teleostei,293496.0,,,,,0.36680555,64.0,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:Faune associÃ©e (IEO):#1306914447810#0.2239138845889601:0x2BDAA70101000900",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4355.0,999365.0,29.32,35.18,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306914447810#0.2239138845889601,,,,,False,False
Thunnus albacares,Occurrence,True,#1306921636471#0.14447887130329262,Teleostei,293496.0,,,,,-13.250139,46.68347,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:TAAF (Iles Eparses):#1306921636471#0.14447887130329262:0xDA65A80101000300",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3387.0,127205.0,27.94,34.85,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306921636471#0.14447887130329262,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366570244#0.2923587826488704,Teleostei,293496.0,,,,,-7.433472,53.53347,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366570244#0.2923587826488704:0x2964A80101000300",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3962.0,92220.0,27.73,35.07,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366570244#0.2923587826488704,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-64480,Teleostei,293496.0,,,,,2.9055,54.6539,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-64480",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,5008.0,719337.0,28.25,35.41,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366707387#0.38918761434959304,Teleostei,293496.0,,,,,-8.200139,56.68347,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366707387#0.38918761434959304:0x986AA80101000400",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3621.0,123278.0,27.76,34.92,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366707387#0.38918761434959304,,,,,False,False
Thunnus albacares,Occurrence,True,#1303487598500#0.5635455183708812,Teleostei,293496.0,,,,,-15.216805,43.750137,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (TAAF):#1303487598500#0.5635455183708812:0x6715A80101000800",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3283.0,125462.0,27.76,34.94,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1303487598500#0.5635455183708812,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-71746,Teleostei,293496.0,,,,,4.6874333333333,85.9389333333329,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-71746",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4059.0,508508.0,28.93,34.26,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-35919,Teleostei,293496.0,,,,,11.25151,48.1006799999999,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-35919",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,593.0,13428.0,28.57,36.35,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,HumanObservation,True,MCM-LINE-1791751,Teleostei,293496.0,847411200000.0,847411200000.0,847411200000.0,1996.0,-30.8066997528,30.4129009247,1996-11-08 12:00:00+00:00,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,Shelly Beach,True,,,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,-15.0,17.0,23.57,35.29,,South Africa,,,,,,,,Indian,8.0,,,,11.0,,,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-54857,Teleostei,293496.0,,,,,-5.63718333333329,40.888733333333,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-54857",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,2415.0,123204.0,27.8,35.15,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-67946,Teleostei,293496.0,,,,,3.20124999999999,74.184483333333,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-67946",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,2478.0,52180.0,29.1,34.91,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-58942,Teleostei,293496.0,,,,,-2.51976666666669,66.5869333333329,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-58942",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3527.0,648830.0,29.15,35.1,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,HumanObservation,True,MCM-LINE-921970,Teleostei,293496.0,669772800000.0,669772800000.0,669772800000.0,1991.0,-29.9997997284,30.9477996826,1991-03-24 12:00:00+00:00,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,Isipingo,True,,,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,-29.0,-29.0,23.26,35.25,,South Africa,,,,,,,,Indian,24.0,,,,3.0,,,,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,HumanObservation,True,MCM-LINE-935025,Teleostei,293496.0,671932800000.0,671932800000.0,671932800000.0,1991.0,-34.1712989807,24.6317996979,1991-04-18 12:00:00+00:00,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,Slang River,True,,,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,-9.0,-108.0,18.95,35.42,,South Africa,,,,,,,,Indian,18.0,,,,4.0,,,,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366530464#0.7464052100178732,Teleostei,293496.0,,,,,-3.7168057,57.133472,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366530464#0.7464052100178732:0x7738A80101000500",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4081.0,150811.0,28.5,35.25,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366530464#0.7464052100178732,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-61337,Teleostei,293496.0,,,,,-1.0,59.3353333333329,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-61337",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4511.0,512487.0,28.98,35.3,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,HumanObservation,True,MCM-LINE-2542293,Teleostei,293496.0,1041120000000.0,1041120000000.0,1041120000000.0,2002.0,-30.3061008453,30.7464008331,2002-12-29 12:00:00+00:00,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,Park Rynie,True,,,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,-16.0,-25.0,23.44,35.26,,South Africa,,,,,,,,Indian,29.0,,,,12.0,,,,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
